"","Date","Tank","Cohort","Total Tenure","Tank Tenure","Total Feed Offered (g)","REQUIRED Feed(g)/Day","Feed Size 
1","% CP
1","% of Total
1","Total Feed (g) size 
1","Feed Size 
2","% CP
2","% of Total
2","Total Feed (g) size 
2","Feed Size 
3","% CP
3","% of Total
3","Total Feed (g) size 
3","Alkalinity Remaining g/L","Sodium bicarbonate (g)","Turbostart 10X                            (mL)","PROJECTED GROWTH/
FEED CURVE","Wt.(g)
increment
for Feed","FCR Expected","Manual Correction Factor","Daily Feed Required at 35% CP Feed(g)","400-600um","600-1000um","1.0-1.3mm","1.3-1.8mm","1.8-2.4mm","Grams of Increased Feed","Daily Feed Required at Offered 35%CP (g)","Total Tenure Feed Offered (g)","HISTORIC expected size (Wt g/ Shrimp)","% Difference
from
Growth Curve1","EXPECTED SIZE
(Wt g/ Shrimp)","Wt.(g) increment1","ADJUSTED EXPECTED SIZE (Wt g/ Shrimp)","Wt.(g) increment for Feed","AVERAGE SIZE Weight in Grams / Shrimp","% Difference                                                                  from                                                              Growth Curve1","ADFI Over Entire Tenure","ADG Over Entire Tenure","FEED:GAIN","Calculated Count - Includes Daily Mortality Rate and Staff Removal Counts","Jumpers","Sump Dump","Total Daily MIA Assumed Loss - Actual Counted","Daily Mortality Assumption","Samples","Harvest","Termination","Actual Count - Estimates Including Sump Dump, Jumpers and Other Loses","Harvest Weight in Pounds","Projected Growth 
(g)","Shrimp Count                                                                           /L","Shrimp Count                                                                           /m2","Shrimp Count                                                                              /m3","Biomass Kg/m2","Maximum Biomass Kg/m2 by Weight","Biomass 
Kg/m3","Shrimp Harvest Size Code","Back Flush Frequency","MBBR
(LPM)","MBBR
(GPM)","Standard
(LPM)","Standard
(GPM)","EN
(LPM)","EN
(GPM)","Tank Level (cm)","Initial Salinity (ppt)","Final Salinity (28-32 PPT)","Pump Pressure (PSI)","BioFilter Flow Rate (LPM)","BioFilter Flow Rate (LPM)_2","BioFilter Flow Rate (LPM)_3","pH 
(7.5-8.4)","D.O. 
(goal 4.5)","Temperature 
(28-30°C)","TSS","Turbidity","Mat? Y/N","Imhoff (15mL/L)","TAN NH4","Un-ionized NH3-N (0.4mg/L)","NO2-N (4.5mg/L)","ALK CaCO3
(75-200mg/L)","NO3-N 
(250mg/L)","28ppt Sea Water Added (cm)","Marine Mix (Pounds)","0 ppt RO Water Added (cm)","Amonium Chloride (NH4Cl)g","Sodium Nitrite (NANO2)g","FOS (C6H12O6)g","Sodium Carbonate (NaCO3)g","Sodium Bicarbonate (NaHCO3)g","Biowish","Turbo start","Water Exchange Percent","Monster","Molts-Harvest End (g)","Molts-Feed End (g)","Bead Filter 1 Assigned Flow Rate (LPM)","Bead Filter 2 Assigned Flow Rate (LPM)","Bead Filter 3 Assigned Flow Rate (LPM)","Recommended Back Flush Frequency (hours)","Recommended Sump Dump Frequency (minutes)","NOTES","Green Vibrio","Total Heterotroph","Yellow Vibrio"
"11",2018-12-03,"RTB3","Cohort1",40,7,2270,2836,"12-14",0.35,1,2836,NA,NA,0,0,NA,NA,NA,0,104.478500412622,10.2,0,1.93579680664825,NA,0.023631005449518,1,2836,0,0,0,2836,0,2836,2836,2270,1.93579680664825,NA,NA,NA,NA,0.139015179513197,1.1,0.568241458102517,NA,0.027425,NA,42000,NA,NA,252,252,NA,NA,NA,42000,NA,1.93579680664825,0.9,251.534562030888,825.24462608559,0.48691980194106,1.99871920228305,1.59750591188012,349.672816931687,NA,97,26,49,13,33,9,32,29.1,"29.1",".24-2.79",83,NA,NA,8.4,5.8,25.3,NA,NA,"n",NA,0.24,0.03,0.21,286,1.69,NA,NA,NA,NA,NA,NA,NA,11,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2018-12-03,"RTB4","Cohort1",40,7,2270,2836,"12-14",0.35,1,2836,NA,NA,0,0,NA,NA,NA,0,104.478500412622,10.2,0,1.93579680664825,NA,0.023631005449518,1,2836,0,0,0,2836,0,2836,2836,2270,1.93579680664825,NA,NA,NA,NA,0.139015179513197,1.1,0.568241458102517,NA,0.027425,NA,42000,NA,NA,252,252,NA,NA,NA,42000,NA,1.93579680664825,0.9,251.534562030888,825.24462608559,0.48691980194106,1.99871920228305,1.59750591188012,349.672816931687,NA,97,26,49,13,33,9,40,28.7,"28.7","9.6-6.4",190,NA,NA,7.81,5.1,28,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,12.7,6871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2018-12-04,"RTB1","Cohort1",41,8,1350,1895,"12-14",0.35,1,1895,NA,NA,0,0,NA,NA,NA,0,136.173045938618,6.8,0,2.08099260025189,NA,0.0267606853377823,1,1895,0,0,0,1895,0,1895,1895,1350,2.08099260025189,NA,NA,NA,NA,0.145195793603639,1.4,0.672755876128794,NA,0.0340731707317073,NA,24778,NA,NA,170.8628935,170.8628935,NA,NA,NA,24778,NA,2.08099260025189,0.5,148.393413761937,486.855032027351,0.308805595964707,2.04319966979926,1.01314171904432,325.275314437027,NA,65,18,33,9,22,6,29,29.1,"29.1","7-3.69",190,NA,NA,7.76,5.3,27.4,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2018-12-04,"RTB2","Cohort1",41,8,3208,2965,"12-14",0.35,1,2965,NA,NA,0,0,NA,NA,NA,0,100.133552088655,10.7,0,2.08099260025189,NA,0.0249596280113347,1,2965,0,0,0,2965,0,129,2965,5478,2.08099260025189,NA,NA,NA,NA,0.145195793603639,NA,0,0,-7.5e-05,0,41582.106006,NA,NA,415.696313741982,415.696313741982,NA,NA,NA,41586.303686258,NA,1.24519579360364,0.9,249.056968671581,817.116038948757,0.310124689757526,1.72736506061676,1.01746945458506,543.605693068639,NA,101,27,51,14,34,9,32,28.2,"28.2","0-6.31",83,NA,NA,8.43,6.2,26.4,NA,NA,"n",NA,0.42,0.06,0.17,279,1.07,NA,NA,NA,NA,NA,NA,NA,11,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2018-12-04,"RTB3","Cohort1",41,8,3208,2977,"12-14",0.35,1,2977,NA,NA,0,0,NA,NA,NA,0,99.729370849216,10.7,0,2.08099260025189,NA,0.0249596280113347,1,2977,0,0,0,2977,0,141,2977,5478,2.08099260025189,NA,NA,NA,NA,0.145195793603639,NA,0,0.00318118466898955,-7.31707317073171e-05,-43.4761904761905,41748,NA,NA,250.488,250.488,NA,NA,NA,41749.512,NA,1.24519579360364,0.9,250.034409902936,820.322867135615,0.311341795467303,1.72736506061676,1.02146258355414,543.605693068639,NA,102,27,51,14,34,9,36,29.1,"29.1","8-2.85",190,NA,NA,7.97,5.5,27.6,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12.7,6871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2018-12-04,"RTB4","Cohort1",41,8,3033,2977,"12-14",0.35,1,2977,NA,NA,0,0,NA,NA,NA,0,99.729370849216,10.7,0,2.08099260025189,NA,0.0249596280113347,1,2977,0,0,0,2977,0,141,2977,5303,2.08099260025189,NA,NA,NA,NA,0.145195793603639,NA,0,0.00307955865272938,-7.31707317073171e-05,-42.0873015873016,41748,NA,NA,250.488,250.488,NA,NA,NA,41749.512,NA,1.24519579360364,0.9,250.034409902936,820.322867135615,0.311341795467303,1.72736506061676,1.02146258355414,543.605693068639,NA,102,27,51,14,34,9,40,29.9,"29.9","9.6-6.1",190,NA,NA,7.78,5.1,28,NA,NA,"n",NA,2.05,0.06,2.06,275,8.17,NA,NA,NA,NA,NA,NA,NA,23.4,12.7,6871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2018-12-05,"RTB1","Cohort1",42,9,2008,1996,"12-14",0.35,1,1996,NA,NA,0,0,NA,NA,NA,0,132.771187173341,7.2,0,2.23264379801328,NA,0.0283870724315576,1,1996,0,0,0,1996,0,101,1996,3358,2.23264379801328,NA,NA,NA,NA,0.151651197761386,1.489111,0.666972045126539,0.00322674876714751,0.0353835952380952,0.0911933551532795,24607.1371065,NA,NA,169.684665702147,169.684665702147,21,NA,NA,24587.3153342979,NA,1.55165119776139,0.5,147.251418907808,483.108329750027,0.228482840520364,1.86268158646704,0.749615618505132,436.242064817555,NA,68,18,34,9,23,6,30,29.3,"29.3","6.5-8.9",190,NA,NA,7.93,5.4,27.2,NA,NA,"n",NA,2.16,0.09,2.01,216,30.01,10,NA,NA,NA,NA,NA,NA,NA,12.7,6871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2018-12-05,"RTB2","Cohort1",42,9,3402,3101,"12-14",0.35,1,3101,NA,NA,0,0,NA,NA,NA,0,95.5528313750147,11.2,0,2.23264379801328,NA,0.026362950649521,1,3101,0,0,0,3101,0,136,3101,8880,2.23264379801328,NA,NA,NA,NA,0.151651197761386,1.627889,0.557239917504574,1.02348921219501,0.0396314390243902,25.825184181809,41166.409692258,NA,NA,411.540597693503,411.540597693503,5,NA,NA,41169.7630885645,NA,1.39684699136503,0.9,246.562341128512,808.931565382256,0.344409864389278,1.79804379183206,1.1299536233244,484.588166472396,NA,106,28,53,14,36,10,36,28.5,"28.5","9.6-6.2",190,NA,NA,7.98,5.8,27.3,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12.7,6871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2018-12-05,"RTB3","Cohort1",42,9,3402,3126,"12-14",0.35,1,3126,NA,NA,0,0,NA,NA,NA,0,94.7107871261838,11.3,0,2.23264379801328,NA,0.026362950649521,1,3126,0,0,0,3126,0,149,3126,8880,2.23264379801328,NA,NA,NA,NA,0.151651197761386,1.589667,0.712011025410577,0.00506440000547503,0.0377777857142857,0.134057619040385,41497.512,NA,NA,248.985072,248.985072,5,NA,NA,41495.526928,NA,1.39684699136503,0.9,248.513314097033,815.332395331473,0.347135075110592,1.79804379183206,1.13889460338121,484.588166472396,NA,107,29,54,15,36,10,34,29.2,"29.2","4.1-2.9",190,NA,NA,7.84,5.2,27.7,NA,NA,"n",NA,2.16,0.09,0.95,266,12.22,6,NA,NA,NA,NA,NA,NA,17.5,12.7,6871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2018-12-05,"RTB4","Cohort1",42,9,3402,3126,"12-14",0.35,1,3126,NA,NA,0,0,NA,NA,NA,0,94.7107871261838,11.3,0,2.23264379801328,NA,0.026362950649521,1,3126,0,0,0,3126,0,149,3126,8705,2.23264379801328,NA,NA,NA,NA,0.151651197761386,1.63,0.730076155206871,0.00496459482518695,0.0387380952380952,0.12815794877557,41497.512,NA,NA,248.985072,248.985072,5,NA,NA,41495.526928,NA,1.39684699136503,0.9,248.513314097033,815.332395331473,0.347135075110592,1.79804379183206,1.13889460338121,484.588166472396,NA,107,29,54,15,36,10,39,28.8,"28.8","9.7-6",190,NA,NA,7.67,4.8,28,NA,NA,"n",NA,2.27,0.06,2.89,284,NA,NA,NA,NA,NA,NA,NA,NA,24.8,12.7,6871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2018-12-06,"RTB1","Cohort1",43,10,2129,2101,"12-14",0.35,1,2101,NA,NA,0,0,NA,NA,NA,0,129.234601328251,7.6,0,2.39103740716455,NA,0.0301123035924939,1,2101,0,0,0,2101,0,105,2101,5487,2.39103740716455,NA,NA,NA,NA,0.15839360915127,NA,0,0.00518567644055934,-6.97674418604651e-05,-74.3280289813506,24416.4524407979,25,NA,143.369751918632,168.369751918632,NA,NA,NA,24418.9455823792,NA,1.64750460915127,0.5,146.24306624571,479.800086107974,0.240936125696222,1.89954599780852,0.790472853334063,410.861079615899,NA,72,19,36,10,24,7,40,29.8,"29.8","6.5-9",190,NA,NA,7.86,5.6,27.6,NA,NA,"n",NA,0.95,0.04,1.47,244,23.66,NA,NA,NA,NA,NA,NA,NA,10.9,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2018-12-06,"RTB2","Cohort1",43,10,3607,3242,"12-14",0.35,1,3242,NA,NA,0,0,NA,NA,NA,0,90.8037018116084,11.7,0,2.39103740716455,NA,0.0278451732787629,1,3242,0,0,0,3242,0,141,3242,12487,2.39103740716455,NA,NA,NA,NA,0.15839360915127,NA,0,0,-7.14285714285714e-05,0,40749.8690945645,25,NA,382.376441338361,407.376441338361,NA,NA,NA,40762.3866472262,NA,1.78628260915127,0.9,244.122596967708,800.927155405866,0.436071949464261,1.94928407403214,1.4306822488985,378.940890383341,NA,111,30,56,15,37,10,33,28.6,"28.6","5.7-6.3",190,NA,NA,7.87,5.4,27.5,NA,NA,"n",NA,1.92,0.08,0.93,262,10.03,7,NA,NA,NA,NA,NA,NA,17.5,12.7,6871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2018-12-06,"RTB3","Cohort1",43,10,3607,3281,"12-14",0.35,1,3281,NA,NA,0,0,NA,NA,NA,0,89.4901127834322,11.8,0,2.39103740716455,NA,0.0278451732787629,1,3281,0,0,0,3281,0,155,3281,12487,2.39103740716455,NA,NA,NA,NA,0.15839360915127,NA,0,0.00699789782185518,-6.97674418604651e-05,-100.303202113258,41243.526928,31,NA,216.461161568,247.461161568,NA,NA,NA,41248.065766432,NA,1.74806060915127,0.9,247.031289456684,810.470109766024,0.431825666327075,1.93598177428674,1.41675087377649,387.226574893596,NA,112,30,56,15,38,10,40,30.3,"30.3","4.1-2.6",190,NA,NA,7.83,5.3,27.7,NA,NA,"n",NA,2.3,0.09,1.2,270,9.37,NA,NA,NA,NA,NA,NA,NA,18.5,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2018-12-06,"RTB4","Cohort1",43,10,3607,3281,"12-14",0.35,1,3281,NA,NA,0,0,NA,NA,NA,0,89.4901127834322,11.8,0,2.39103740716455,NA,0.0278451732787629,1,3281,0,0,0,3281,0,155,3281,12312,2.39103740716455,NA,NA,NA,NA,0.15839360915127,NA,0,0.00689982525688164,-6.97674418604651e-05,-98.8974953486368,41243.526928,30,NA,217.461161568,247.461161568,NA,NA,NA,41248.065766432,NA,1.78839360915127,0.9,247.031289456684,810.470109766024,0.441789179324731,1.95001044200039,1.44943956471368,378.493592755176,NA,112,30,56,15,38,10,38,29.9,"29.9","9.5-5.9",190,NA,NA,7.67,4.7,28.1,NA,NA,"n",NA,2.49,0.07,3.94,NA,14.04,NA,NA,NA,NA,NA,NA,NA,24.9,12.7,6871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2018-12-07,"RTB1","Cohort1",44,11,2254,2213,"12-14",0.35,1,2213,NA,NA,0,0,NA,NA,NA,0,125.462243093488,8,6871,2.55647319527775,NA,0.0319423860925685,1,2213,0,0,0,2213,0,112,2213,7741,2.55647319527775,NA,NA,NA,NA,0.165435788113196,NA,0,0.00720546191582897,-6.81818181818182e-05,-105.680108098825,24248.0826888792,20,NA,147.208716201839,167.208716201839,NA,NA,NA,24251.7368661774,NA,1.81294039726447,0.5,145.241666931482,476.514655287016,0.263314485346115,1.95839428446057,0.863892668458383,373.368878209908,NA,76,20,38,10,26,7,40,28.4,"28.4","6.6-9",190,NA,NA,7.9,5.5,27.9,NA,NA,"n",NA,0.06,0,1.23,220,13.8,NA,NA,NA,NA,NA,NA,NA,11.6,12.7,6871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2018-12-07,"RTB2","Cohort1",44,11,3824,3390,"12-14",0.35,1,3390,NA,NA,0,0,NA,NA,NA,0,85.8187998585295,12.2,6871,2.55647319527775,NA,0.0294107319484899,1,3390,0,0,0,3390,0,148,3390,16311,2.55647319527775,NA,NA,NA,NA,0.165435788113196,NA,0,0,-6.97674418604651e-05,0,40342.4926532262,20,NA,383.303899054302,403.303899054302,NA,NA,NA,40359.0827481719,NA,1.95171839726447,0.8,241.70724292928,793.002765516011,0.471744472777148,2.00375678154076,1.5477180865392,346.82028070074,NA,116,31,58,16,39,11,40,29.6,"29.6","5.7-6.5",190,NA,NA,7.84,5.5,27.6,NA,NA,"n",NA,1.75,0.07,1.21,270,10.7,NA,NA,NA,NA,NA,NA,NA,18.5,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
